Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Bought
Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,,3.25,1
Maruti Alto LXi BSIII,Hyderabad,2012,67147,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.6,1
Maruti Swift VXI BSIV,Coimbatore,2016,37806,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.2,1
Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19.0 kmpl,998 CC,66.1 bhp,5,,1.8,1
Tata Nano Lx BSIV,Chennai,2011,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,,1.6,1
Ford Figo Titanium Diesel,Kolkata,2015,72035,Diesel,Manual,First,25.5 kmpl,1498 CC,99 bhp,5,7.65 Lakh,2.5,0
Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,5,,2.5,0
Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,6.7,0
Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4 kmpl,1590 CC,94 bhp,5,,1.2,0
BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,35.55,0
Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.9 kmpl,1998 CC,163.7 bhp,5,,7.75,0
Mahindra Scorpio 2.6 DX,Chennai,2005,50000,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8,,1.94,0
Tata Indica V2 eLS,Hyderabad,2016,73000,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,,2.2,0
Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,4,,3.8,0
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,15.65,0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,,39.47,0
Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5,,1.5,0
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,8.85,0
Toyota Fortuner 4x4 MT,Bangalore,2013,74000,Diesel,Manual,Second,12.55 kmpl,2982 CC,168.5 bhp,7,,17.9,0
Hyundai i10 Sportz AT,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5,,5.08,0
Hyundai Verna 1.6 SX,Bangalore,2012,67000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,6.25,0
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,22.75,0
Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,1.46,0
Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5,,2.05,0
Ford Figo Diesel EXI,Coimbatore,2014,74980,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,4.08,0
Maruti Celerio VXI AT,Hyderabad,2014,44600,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.55,0
Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5,,14,0
Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,13.74 Lakh,10.9,0
Maruti Wagon R VXI BS IV,Bangalore,2010,81245,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.45,0
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5,,15.8,0
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,5,,8.25,0
Renault Koleos 2.0 Diesel,Delhi,2013,70000,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,5,,8.5,0
Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,15.54,0
Maruti Omni E 8 Str STD,Hyderabad,2013,26875,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,2.35,0
Maruti Wagon R VXI,Coimbatore,2015,72599,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.72 Lakh,4.32,0
Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000,Diesel,Manual,Second,13.1 kmpl,2499 CC,141 bhp,7,,3.9,0
Hyundai Verna 1.6 SX,Hyderabad,2011,98000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,,5.2,0
Hyundai i20 Magna 1.2,Mumbai,2018,19500,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.85,0
Maruti Ertiga ZXI,Bangalore,2013,68000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,,6.25,0
Mahindra XUV500 W9 AT,Coimbatore,2019,19654,Diesel,Automatic,First,14.0 kmpl,2179 CC,155 bhp,7,21.33 Lakh,17.63,0
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,9.75,0
Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000,Petrol,Automatic,First,18.1 kmpl,3498 CC,306 bhp,2,,55,0
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.1,0
Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7,,11.99,0
Mahindra XUV500 W10 2WD,Kochi,2017,43773,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,13.54,0
Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,78.76 Lakh,56,0
Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,6.5,0
Maruti Swift Dzire VDI,Pune,2013,88000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.75,0
Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,5.6,0
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,,29.2,0
Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.35,0
Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,,4.95,0
Honda Amaze VX Diesel,Hyderabad,2018,12000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,10.34 Lakh,8.5,0
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.5,0
Honda Mobilio S i DTEC,Chennai,2015,65000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,,5.5,0
Maruti Ertiga ZDI,Kochi,2013,39929,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,6.56,0
Maruti Alto K10 LXI,Pune,2014,49000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.29 Lakh,2.3,0
Toyota Qualis FS B2,Pune,2004,77757,Diesel,Manual,Second,13.1 kmpl,2446 CC,75 bhp,10,,3.5,0
Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.55,0
Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,,7.75,0
Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,,5.25,0
BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5,,23.29,0
BMW 3 Series 320d M Sport,Mumbai,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,,23.99,0
Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5,,1.79,0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5,,13.9,0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,18.95,0
Maruti Wagon R LXI BS IV,Kolkata,2014,40000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,2.49,0
Renault KWID RXT,Jaipur,2016,4152,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3.15,0
Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,10.04 Lakh,6.45,0
Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.25,0
Maruti Alto 800 LXI,Hyderabad,2014,58500,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.75,0
Hyundai i20 Asta Option 1.2,Kochi,2017,58620,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.14,0
Toyota Etios Liva G,Mumbai,2012,29605,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,5,,2.44,0
Hyundai i20 1.2 Sportz,Jaipur,2012,71172,Petrol,Manual,Third,17.0 kmpl,1197 CC,80 bhp,5,,3.5,0
Hyundai i20 1.4 Asta,Chennai,2017,12000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,7.3,0
Maruti Wagon R LXI Optional,Kolkata,2014,25000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,2.75,0
Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,8.2,0
Volkswagen Polo GT TSI,Mumbai,2015,57022,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5,,6.51,0
Ford Figo Diesel Titanium,Pune,2015,92000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,4.25,0
Maruti Swift ZXI,Coimbatore,2014,33372,Petrol,Manual,Second,18.6 kmpl,1197 CC,85.8 bhp,5,,6.21,0
Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.58,0
Mahindra Xylo H4,Chennai,2016,215000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,7,11.67 Lakh,7.5,0
Maruti Alto Green LXi (CNG),Delhi,2012,65537,CNG,Manual,First,26.83 km/kg,796 CC,38.4 bhp,5,,2.1,0
Hyundai i10 Magna 1.1,Coimbatore,2014,60138,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,4.09,0
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,,10.75,0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,,41.5,0
Maruti Celerio VXI AT,Hyderabad,2014,33450,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.4,0
Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,,6.25,0
BMW 3 Series 320d Highline,Pune,2011,99606,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,,10.5,0
Maruti Ertiga ZDI,Mumbai,2014,64000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7.25,0
Ford Figo Diesel ZXI,Hyderabad,2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.2,0
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,3.95,0
Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,,12.07,0
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,25.52 Lakh,18.6,0
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5,,5.7,0
Hyundai Santro Xing GL Plus,Kolkata,2013,31000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,1.75,0
Audi A4 2.0 TDI,Delhi,2011,46000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5,,10.99,0
Audi A4 2.0 TDI,Kolkata,2012,47346,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,,14.5,0
Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000,Diesel,Manual,First,17.0 kmpl,1896 CC,105 bhp,5,,3.11,0
Honda CR-V 2.0L 2WD AT,Coimbatore,2015,63856,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,5,,13.96,0
Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,7.11,0
Honda Mobilio RS i DTEC,Chennai,2014,23000,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7,,6.9,0
Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.77,0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,,5.5,0
Hyundai i20 Magna 1.2,Hyderabad,2014,70089,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.35,0
Mahindra Bolero VLX BS IV,Chennai,2011,99000,Diesel,Manual,Second,13.6 kmpl,2523 CC,63 bhp,7,,4.5,0
Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,,4.75,0
Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,32.8,0
Maruti Zen LXi - BS III,Mumbai,2005,102000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,0.7,0
Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,Diesel,Automatic,First,13.0 kmpl,2987 CC,258 bhp,5,,50.29,0
Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7,,10.99,0
Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.57,0
Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,8.56 Lakh,5.9,0
Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,9.43,0
Hyundai i10 Sportz,Bangalore,2010,69000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.9,0
Honda Brio S MT,Delhi,2016,32700,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.68,0
Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,21.67,0
Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,,12.5,0
Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,27 Lakh,19.92,0
Honda City i DTEC VX,Jaipur,2014,71649,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,,6.75,0
Honda City i DTEC VX,Kochi,2015,80606,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,,6.96,0
Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5,4.78 Lakh,3.25,0
Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,8.65,0
Maruti Celerio VXI Optional AMT,Pune,2017,7500,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6.14 Lakh,5,0
Mahindra XUV500 W8 2WD,Delhi,2011,66000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,5.5,0
Hyundai i10 Magna,Jaipur,2010,66770,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,2.6,0
Hyundai i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.41,0
Maruti Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7.3 Lakh,2.7,0
Maruti Grand Vitara AT,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,163.5 bhp,5,,5.5,0
Audi TT 40 TFSI,Kolkata,2012,7000,Petrol,Automatic,First,14.33 kmpl,1984 CC,226.6 bhp,4,,35,0
Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,Petrol,Automatic,Second,14.74 kmpl,1991 CC,184 bhp,5,,9.75,0
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,4.25,0
Maruti Wagon R LXI,Ahmedabad,2015,51530,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.2,0
Maruti Swift Dzire ZDI,Bangalore,2014,25789,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5,,6.85,0
Honda Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.5,0
Maruti Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,3.55,0
Hyundai Accent Executive CNG,Hyderabad,2010,95637,CNG,Manual,Second,13.2 km/kg,1495 CC,93.7 bhp,5,,1.9,0
Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,120 bhp,7,,3.6,0
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,,21.8,0
Toyota Fortuner 4x2 Manual,Mumbai,2012,76000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7,,13.5,0
Datsun redi-GO T Option,Bangalore,2016,20487,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5,4.37 Lakh,2.66,0
Honda City V MT,Delhi,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5,,3.75,0
Toyota Camry Hybrid,Pune,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,,32,0
Honda City i DTec V,Coimbatore,2016,60805,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,8.07,0
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,5,,5.64,0
Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,23.99,0
Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,7.5,0
Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,,27,0
Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,2.85,0
Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,6.35,0
Maruti Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.3,0
Maruti Swift Dzire VXI,Bangalore,2013,38623,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,5,0
Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,6.46,0
Hyundai EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.75,0
Maruti Zen VXI BSII,Kochi,2003,61495,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,1.52,0
Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,3.61,0
Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,,43.74,0
Audi Q3 2.0 TDI,Chennai,2014,60000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,20,0
Smart Fortwo CDI AT,Pune,2008,103000,Diesel,Automatic,Second,0.0 kmpl,799 CC,null bhp,2,,3,0
Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.65,0
Tata Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,83.1 bhp,10,,5.25,0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,,58,0
Honda City i-VTEC CVT VX,Mumbai,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,15.29 Lakh,8.65,0
Tata Indigo eCS eLX BS IV,Delhi,2015,150000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,,2.5,0
Volkswagen Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197 CC,103.6 bhp,5,,7.75,0
Maruti Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.15,0
Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,,10.85,0
Mitsubishi Outlander 2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360 CC,170 bhp,5,,5.53,0
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,,11.5,0
Porsche Cayman 2009-2012 S,Hyderabad,2010,10000,Petrol,Manual,First,9.0 kmpl,3436 CC,null bhp,2,,40,0
Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,9.25,0
Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,75 bhp,5,,2.29,0
Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,7,0
Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Petrol,Manual,Second,18.2 kmpl,1061 CC,64 bhp,5,,1.65,0
Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,8.25,0
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.03 bhp,5,,9.14,0
Honda Amaze SX i-VTEC,Hyderabad,2016,33000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,,6.5,0
Toyota Etios GD,Kolkata,2012,60000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,,2.95,0
Renault Duster 85PS Diesel RxL,Jaipur,2015,91000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,5.75,0
Maruti Wagon R LXI LPG BSIV,Hyderabad,2012,72000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,2.85,0
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,,2.1,0
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,13.55,0
Jaguar XF Diesel,Kolkata,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,20.5,0
